COMMAND      PID                 USER   FD   TYPE             DEVICE SIZE/OFF   NODE NAME
systemd     1820                 mark   41u  unix 0xffff8df5966b6c00      0t0  15250 /run/user/1000/gnupg/S.keyboxd type=STREAM (LISTEN)
systemd     1820                 mark   42u  unix 0xffff8df5966b5800      0t0  15252 /run/user/1000/pulse/native type=STREAM (LISTEN)
systemd     1820                 mark   43u  unix 0xffff8df5966cb000      0t0  15254 /run/user/1000/pipewire-0 type=STREAM (LISTEN)
systemd     1820                 mark   44u  unix 0xffff8df5966cbc00      0t0  15256 /run/user/1000/pipewire-0-manager type=STREAM (LISTEN)
systemd     1820                 mark   45u  unix 0xffff8df586789800      0t0  15258 /run/user/1000/pk-debconf-socket type=STREAM (LISTEN)
systemd     1820                 mark   46u  unix 0xffff8df586789000      0t0  15260 /run/user/1000/snapd-session-agent.socket type=STREAM (LISTEN)
systemd     1820                 mark   47u  unix 0xffff8df58678ac00      0t0  15262 /run/user/1000/speech-dispatcher/speechd.sock type=STREAM (LISTEN)
systemd     1820                 mark   59u  unix 0xffff8df59e42b400      0t0  15477 @19587882561cdb3/bus/systemd/bus-api-user type=STREAM (CONNECTED)
(sd-pam)    1821                 mark    1u  unix 0xffff8df59e431800      0t0  15163 type=STREAM (CONNECTED)
(sd-pam)    1821                 mark    2u  unix 0xffff8df59e431800      0t0  15163 type=STREAM (CONNECTED)
(sd-pam)    1821                 mark    7u  unix 0xffff8df59e431000      0t0  15186 type=DGRAM (CONNECTED)
pipewire    1835                 mark    1u  unix 0xffff8df5966df800      0t0  15316 type=STREAM (CONNECTED)
pipewire    1835                 mark    2u  unix 0xffff8df5966df800      0t0  15316 type=STREAM (CONNECTED)
pipewire    1835                 mark    3u  unix 0xffff8df5966cb000      0t0  15254 /run/user/1000/pipewire-0 type=STREAM (LISTEN)
pipewire    1835                 mark    4u  unix 0xffff8df5966cbc00      0t0  15256 /run/user/1000/pipewire-0-manager type=STREAM (LISTEN)
pipewire    1835                 mark   14u  unix 0xffff8df59e42a800      0t0  15481 type=STREAM (CONNECTED)
pipewire    1835                 mark   25u  unix 0xffff8df59e42a400      0t0  15485 type=STREAM (CONNECTED)
pipewire    1835                 mark   26u  unix 0xffff8df59e42a400      0t0  15485 type=STREAM (CONNECTED)
pipewire    1835                 mark   27u  unix 0xffff8df59e42a400      0t0  15485 type=STREAM (CONNECTED)
pipewire    1835                 mark   28u  unix 0xffff8df58668fc00      0t0  15498 type=DGRAM (UNCONNECTED)
pipewire    1835                 mark   30u  unix 0xffff8df59e429800      0t0  15487 type=STREAM (CONNECTED)
pipewire    1835                 mark   31u  unix 0xffff8df59e429800      0t0  15487 type=STREAM (CONNECTED)
pipewire    1835                 mark   32u  unix 0xffff8df59e429800      0t0  15487 type=STREAM (CONNECTED)
pipewire    1835                 mark   33u  unix 0xffff8df59e436c00      0t0  15566 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   40u  unix 0xffff8df59e434400      0t0  15569 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   41u  unix 0xffff8df5966b8800      0t0  15576 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   42u  unix 0xffff8df5c414ec00      0t0  17895 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   43u  unix 0xffff8df5c4167400      0t0  17904 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   44u  unix 0xffff8df5c4172400      0t0  17936 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   52u  unix 0xffff8df5966b9000      0t0  18309 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   53u  unix 0xffff8df625838c00      0t0  37640 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   54u  unix 0xffff8df586689400      0t0  18524 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1835                 mark   55u  unix 0xffff8df62583b000      0t0  37668 /run/user/1000/pipewire-0 type=STREAM (CONNECTED)
pipewire    1840                 mark    1u  unix 0xffff8df5966ba400      0t0  15374 type=STREAM (CONNECTED)
pipewire    1840                 mark    2u  unix 0xffff8df5966ba400      0t0  15374 type=STREAM (CONNECTED)
pipewire    1840                 mark   12u  unix 0xffff8df59e436000      0t0  15517 type=STREAM (CONNECTED)
snapd-des   1841                 mark    1u  unix 0xffff8df5966dc800      0t0  15332 type=STREAM (CONNECTED)
snapd-des   1841                 mark    2u  unix 0xffff8df5966dc800      0t0  15332 type=STREAM (CONNECTED)
wireplumb   1842                 mark    1u  unix 0xffff8df5966dd000      0t0  15347 type=STREAM (CONNECTED)
wireplumb   1842                 mark    2u  unix 0xffff8df5966dd000      0t0  15347 type=STREAM (CONNECTED)
wireplumb   1842                 mark   11u  unix 0xffff8df59e437400      0t0  15527 type=STREAM (CONNECTED)
wireplumb   1842                 mark   17u  unix 0xffff8df59e435800      0t0  15565 type=STREAM (CONNECTED)
wireplumb   1842                 mark   21u  unix 0xffff8df59e434000      0t0  15568 type=STREAM (CONNECTED)
wireplumb   1842                 mark   23u  unix 0xffff8df58668dc00      0t0  15588 type=STREAM (CONNECTED)
wireplumb   1842                 mark   25u  unix 0xffff8df5966bac00      0t0  15590 type=DGRAM (UNCONNECTED)
wireplumb   1842                 mark   32u  unix 0xffff8df59e429c00      0t0  15641 type=STREAM (CONNECTED)
wireplumb   1842                 mark   33u  unix 0xffff8df59e429c00      0t0  15641 type=STREAM (CONNECTED)
wireplumb   1842                 mark   34u  unix 0xffff8df59e429c00      0t0  15641 type=STREAM (CONNECTED)
pipewire-   1843                 mark    1u  unix 0xffff8df59e42bc00      0t0  15449 type=STREAM (CONNECTED)
pipewire-   1843                 mark    2u  unix 0xffff8df59e42bc00      0t0  15449 type=STREAM (CONNECTED)
pipewire-   1843                 mark    3u  unix 0xffff8df5966b5800      0t0  15252 /run/user/1000/pulse/native type=STREAM (LISTEN)
pipewire-   1843                 mark   13u  unix 0xffff8df59e434800      0t0  15539 type=STREAM (CONNECTED)
pipewire-   1843                 mark   19u  unix 0xffff8df59e435000      0t0  15567 type=STREAM (CONNECTED)
pipewire-   1843                 mark   20u  unix 0xffff8df59e435000      0t0  15567 type=STREAM (CONNECTED)
pipewire-   1843                 mark   21u  unix 0xffff8df59e435000      0t0  15567 type=STREAM (CONNECTED)
pipewire-   1843                 mark   22u  unix 0xffff8df59e434c00      0t0  15572 type=STREAM (CONNECTED)
pipewire-   1843                 mark   23u  unix 0xffff8df5c414d000      0t0  17896 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1843                 mark   24u  unix 0xffff8df5c4167800      0t0  17903 type=STREAM (CONNECTED)
pipewire-   1843                 mark   25u  unix 0xffff8df5c4173800      0t0  17233 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1843                 mark   26u  unix 0xffff8df5c4170800      0t0  17235 type=STREAM (CONNECTED)
pipewire-   1843                 mark   27u  unix 0xffff8df625839800      0t0  37637 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1843                 mark   28u  unix 0xffff8df62583bc00      0t0  37639 type=STREAM (CONNECTED)
pipewire-   1843                 mark   29u  unix 0xffff8df58668a800      0t0  18364 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1843                 mark   30u  unix 0xffff8df58668a000      0t0  18365 type=STREAM (CONNECTED)
pipewire-   1843                 mark   31u  unix 0xffff8df625838800      0t0  37666 /run/user/1000/pulse/native type=STREAM (CONNECTED)
pipewire-   1843                 mark   32u  unix 0xffff8df62583ac00      0t0  37667 type=STREAM (CONNECTED)
gnome-key   1844                 mark    1u  unix 0xffff8df5966b8c00      0t0  15397 type=STREAM (CONNECTED)
gnome-key   1844                 mark    2u  unix 0xffff8df5966b8c00      0t0  15397 type=STREAM (CONNECTED)
gnome-key   1844                 mark    3u  unix 0xffff8df68bdf2c00      0t0  15242 /run/user/1000/keyring/control type=STREAM (LISTEN)
gnome-key   1844                 mark    6u  unix 0xffff8df59e428400      0t0  15441 type=STREAM (CONNECTED)
gnome-key   1844                 mark    8u  unix 0xffff8df59e437c00      0t0  15509 type=STREAM (CONNECTED)
gnome-key   1844                 mark    9u  unix 0xffff8df59e436400      0t0  15535 /run/user/1000/keyring/pkcs11 type=STREAM (LISTEN)
gnome-key   1844                 mark   11u  unix 0xffff8df5a3fcf000      0t0  15999 type=DGRAM (CONNECTED)
gnome-key   1844                 mark   12u  unix 0xffff8df5a3fcd800      0t0  16000 type=DGRAM (UNCONNECTED)
gnome-key   1844                 mark   13u  unix 0xffff8df5966dd400      0t0  16004 /run/user/1000/keyring/ssh type=STREAM (LISTEN)
dbus-daem   1849                 mark    1u  unix 0xffff8df68b880c00      0t0  15421 type=STREAM (CONNECTED)
dbus-daem   1849                 mark    2u  unix 0xffff8df68b880c00      0t0  15421 type=STREAM (CONNECTED)
dbus-daem   1849                 mark    3u  unix 0xffff8df59e430800      0t0  15236 /run/user/1000/bus type=STREAM (LISTEN)
dbus-daem   1849                 mark    5u  unix 0xffff8df59e42b000      0t0  15465 type=DGRAM (CONNECTED)
dbus-daem   1849                 mark    7u  unix 0xffff8df59e429400      0t0  15474 type=STREAM (CONNECTED)
dbus-daem   1849                 mark    8u  unix 0xffff8df59e42a000      0t0  15475 type=STREAM (CONNECTED)
dbus-daem   1849                 mark    9u  unix 0xffff8df59e42ac00      0t0  15486 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   10u  unix 0xffff8df59e42b800      0t0  15479 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   11u  unix 0xffff8df59e429000      0t0  15488 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   12u  unix 0xffff8df59e437000      0t0  15510 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   13u  unix 0xffff8df59e435c00      0t0  15571 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   14u  unix 0xffff8df58668cc00      0t0  15589 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   15u  unix 0xffff8df5966dc000      0t0  15652 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   16u  unix 0xffff8df5b4a60800      0t0  15964 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   17u  unix 0xffff8df59e43dc00      0t0  15777 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   18u  unix 0xffff8df59e43f000      0t0  15796 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   19u  unix 0xffff8df5a3fcdc00      0t0  15939 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   20u  unix 0xffff8df5a3fcf800      0t0  15994 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   21u  unix 0xffff8df5a3fdb800      0t0  16104 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   22u  unix 0xffff8df5b4a60400      0t0  16143 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   23u  unix 0xffff8df5b4a77400      0t0  16695 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   24u  unix 0xffff8df5b4a75c00      0t0  16236 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   25u  unix 0xffff8df5b4a75800      0t0  16245 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   26u  unix 0xffff8df586689800      0t0  18506 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   27u  unix 0xffff8df5b4a78c00      0t0  16731 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   28u  unix 0xffff8df6267db000      0t0  37623 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   29u  unix 0xffff8df5b4a7b000      0t0  16306 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   30u  unix 0xffff8df5c410e000      0t0  17097 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   31u  unix 0xffff8df5a3fec800      0t0  16335 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   32u  unix 0xffff8df5b4a4ec00      0t0  17483 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   33u  unix 0xffff8df5c4154800      0t0  17724 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   34u  unix 0xffff8df5b4a4f400      0t0  17484 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   35u  unix 0xffff8df5b5df7800      0t0  17486 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   36u  unix 0xffff8df5b4a58400      0t0  17493 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   37u  unix 0xffff8df5c40cdc00      0t0  17510 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   38u  unix 0xffff8df5b5df7400      0t0  17512 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   39u  unix 0xffff8df5b5df5800      0t0  17516 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   40u  unix 0xffff8df5a3fec400      0t0  17539 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   41u  unix 0xffff8df5c4140400      0t0  17568 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   42u  unix 0xffff8df581238000      0t0  17549 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   43u  unix 0xffff8df5c4155800      0t0  17726 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   44u  unix 0xffff8df5c4108c00      0t0  17551 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   45u  unix 0xffff8df5c410a000      0t0  17552 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   46u  unix 0xffff8df5c410b400      0t0  17555 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   47u  unix 0xffff8df5c4108800      0t0  17562 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   48u  unix 0xffff8df5c410ac00      0t0  17563 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   49u  unix 0xffff8df5c4141c00      0t0  17564 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   50u  unix 0xffff8df5c4141400      0t0  17570 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   51u  unix 0xffff8df5c4143800      0t0  17067 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   52u  unix 0xffff8df5c4149400      0t0  17700 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   53u  unix 0xffff8df5c414bc00      0t0  17698 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   54u  unix 0xffff8df5c4155c00      0t0  17733 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   55u  unix 0xffff8df5c4154400      0t0  17740 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   56u  unix 0xffff8df5c414a800      0t0  17708 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   57u  unix 0xffff8df5a3fed000      0t0  17763 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   58u  unix 0xffff8df5c410f400      0t0  17765 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   59u  unix 0xffff8df5c414e000      0t0  17769 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   60u  unix 0xffff8df5c4165c00      0t0  17787 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   61u  unix 0xffff8df5c414f400      0t0  17159 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   62u  unix 0xffff8df5c4165400      0t0  17826 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   63u  unix 0xffff8df5c4166400      0t0  17208 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   64u  unix 0xffff8df5c4165800      0t0  17906 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   65u  unix 0xffff8df5c414c000      0t0  17909 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   66u  unix 0xffff8df5c4176c00      0t0  17944 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   67u  unix 0xffff8df5c8ba4000      0t0  17252 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   68u  unix 0xffff8df5b105c800      0t0  17308 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   69u  unix 0xffff8df58668c800      0t0  20287 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   70u  unix 0xffff8df5c4174000      0t0  17254 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   71u  unix 0xffff8df5c4174c00      0t0  17256 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   72u  unix 0xffff8df5c8ba6000      0t0  17263 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   73u  unix 0xffff8df5c8ba8800      0t0  17991 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   74u  unix 0xffff8df5c8ba9000      0t0  17285 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   75u  unix 0xffff8df6267d9400      0t0  38833 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   76u  unix 0xffff8df5b13a1c00      0t0  17354 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   77u  unix 0xffff8df5b13c3c00      0t0  17336 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   78u  unix 0xffff8df5966cb400      0t0  17360 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   79u  unix 0xffff8df5966c8400      0t0  17363 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   80u  unix 0xffff8df5966c8c00      0t0  18241 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   81u  unix 0xffff8df5966b6000      0t0  18440 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   82u  unix 0xffff8df5c4171800      0t0  18453 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   83u  unix 0xffff8df59e414400      0t0  18294 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   84u  unix 0xffff8df5966b7800      0t0  18297 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   85u  unix 0xffff8df59e416400      0t0  18299 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   86u  unix 0xffff8df5966b9c00      0t0  18510 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   87u  unix 0xffff8df5813c4800      0t0  18312 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   88u  unix 0xffff8df5a3fce400      0t0  18356 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   89u  unix 0xffff8df586688c00      0t0  18519 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   90u  unix 0xffff8df59e416000      0t0  19635 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   92u  unix 0xffff8df5c8ba8000      0t0  18739 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   93u  unix 0xffff8df5a3fd9c00      0t0  23619 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   94u  unix 0xffff8df681c28800      0t0  25616 /run/user/1000/bus type=STREAM (CONNECTED)
dbus-daem   1849                 mark   96u  unix 0xffff8df68bd6d000      0t0  26735 /run/user/1000/bus type=STREAM (CONNECTED)
gdm-wayla   1893                 mark    1u  unix 0xffff8df59e43e400      0t0  15644 type=STREAM (CONNECTED)
gdm-wayla   1893                 mark    2u  unix 0xffff8df59e43d800      0t0  15645 type=STREAM (CONNECTED)
gdm-wayla   1893                 mark    5u  unix 0xffff8df5966df000      0t0  16421 type=STREAM (CONNECTED)
gdm-wayla   1893                 mark    8u  unix 0xffff8df5966dec00      0t0  16433 type=STREAM (CONNECTED)
gnome-ses   1916                 mark    1u  unix 0xffff8df5b4a61400      0t0  16500 type=STREAM (CONNECTED)
gnome-ses   1916                 mark    2u  unix 0xffff8df5b4a61400      0t0  16500 type=STREAM (CONNECTED)
gnome-ses   1916                 mark    3u  unix 0xffff8df5b4a61400      0t0  16500 type=STREAM (CONNECTED)
xdg-docum   1937                 mark    1u  unix 0xffff8df5966de800      0t0  16452 type=STREAM (CONNECTED)
xdg-docum   1937                 mark    2u  unix 0xffff8df5966de800      0t0  16452 type=STREAM (CONNECTED)
xdg-docum   1937                 mark    5u  unix 0xffff8df59e43c000      0t0  15776 type=STREAM (CONNECTED)
xdg-docum   1937                 mark    8u  unix 0xffff8df59e43e000      0t0  15800 type=STREAM (CONNECTED)
xdg-permi   1951                 mark    1u  unix 0xffff8df59e43c400      0t0  15793 type=STREAM (CONNECTED)
xdg-permi   1951                 mark    2u  unix 0xffff8df59e43c400      0t0  15793 type=STREAM (CONNECTED)
xdg-permi   1951                 mark    5u  unix 0xffff8df59e43fc00      0t0  15795 type=STREAM (CONNECTED)
fusermoun   1962                 root    7u  unix 0xffff8df59e43d400      0t0  15799 type=STREAM (CONNECTED)
gcr-ssh-a   2005                 mark    1u  unix 0xffff8df59e43e800      0t0  15872 type=STREAM (CONNECTED)
gcr-ssh-a   2005                 mark    2u  unix 0xffff8df59e43e800      0t0  15872 type=STREAM (CONNECTED)
gcr-ssh-a   2005                 mark    3u  unix 0xffff8df68bdf2400      0t0  15240 /run/user/1000/gcr/ssh type=STREAM (LISTEN)
gnome-ses   2008                 mark    1u  unix 0xffff8df5b4a63800      0t0  16536 type=STREAM (CONNECTED)
gnome-ses   2008                 mark    2u  unix 0xffff8df5b4a63800      0t0  16536 type=STREAM (CONNECTED)
gvfsd       2018                 mark    1u  unix 0xffff8df5a3fcc400      0t0  15928 type=STREAM (CONNECTED)
gvfsd       2018                 mark    2u  unix 0xffff8df5a3fcc400      0t0  15928 type=STREAM (CONNECTED)
gvfsd       2018                 mark    5u  unix 0xffff8df5a3fcc000      0t0  15938 type=STREAM (CONNECTED)
gvfsd-fus   2030                 mark    1u  unix 0xffff8df5a3fcc400      0t0  15928 type=STREAM (CONNECTED)
gvfsd-fus   2030                 mark    2u  unix 0xffff8df5a3fcc400      0t0  15928 type=STREAM (CONNECTED)
gvfsd-fus   2030                 mark    6u  unix 0xffff8df5b4a62800      0t0  16575 type=STREAM (CONNECTED)
gnome-ses   2032                 mark    1u  unix 0xffff8df5a3fcd400      0t0  15977 type=STREAM (CONNECTED)
gnome-ses   2032                 mark    2u  unix 0xffff8df5a3fcd400      0t0  15977 type=STREAM (CONNECTED)
gnome-ses   2032                 mark    3u  unix 0xffff8df5a3fcd400      0t0  15977 type=STREAM (CONNECTED)
gnome-ses   2032                 mark    8u  unix 0xffff8df5a3fcc800      0t0  15993 type=STREAM (CONNECTED)
gnome-ses   2032                 mark    9u  unix 0xffff8df5a3fcf400      0t0  15991 type=STREAM (CONNECTED)
gnome-ses   2032                 mark   11u  unix 0xffff8df5b4a61000      0t0  16581 @/tmp/.ICE-unix/2032 type=STREAM (LISTEN)
gnome-ses   2032                 mark   12u  unix 0xffff8df5b4a61800      0t0  16582 /tmp/.ICE-unix/2032 type=STREAM (LISTEN)
gnome-ses   2032                 mark   14u  unix 0xffff8df5a3fed400      0t0  16748 @/tmp/.ICE-unix/2032 type=STREAM (CONNECTED)
gnome-ses   2032                 mark   15u  unix 0xffff8df5a3fd9800      0t0  16040 type=DGRAM (CONNECTED)
gnome-ses   2032                 mark   24u  unix 0xffff8df5b4a4c800      0t0  16954 type=DGRAM (UNCONNECTED)
gnome-she   2065                 mark    1u  unix 0xffff8df5b4a62c00      0t0  16624 type=STREAM (CONNECTED)
gnome-she   2065                 mark    2u  unix 0xffff8df5b4a62c00      0t0  16624 type=STREAM (CONNECTED)
gnome-she   2065                 mark    5u  unix 0xffff8df5b4a60c00      0t0  16633 type=STREAM (CONNECTED)
gnome-she   2065                 mark    8u  unix 0xffff8df5b4a62400      0t0  16634 type=STREAM (CONNECTED)
gnome-she   2065                 mark    9u  unix 0xffff8df5b4a60000      0t0  16636 type=DGRAM (UNCONNECTED)
gnome-she   2065                 mark   29u  unix 0xffff8df5b4a77800      0t0  16694 type=STREAM (CONNECTED)
gnome-she   2065                 mark   30u  unix 0xffff8df5b4a76800      0t0  16696 type=STREAM (CONNECTED)
gnome-she   2065                 mark   38u  unix 0xffff8df5c4164c00      0t0  17804 type=STREAM (CONNECTED)
gnome-she   2065                 mark   39u  unix 0xffff8df5b13cdc00      0t0  20286 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   40u  unix 0xffff8df5b4a74c00      0t0  16700 /tmp/.X11-unix/X1 type=STREAM (LISTEN)
gnome-she   2065                 mark   42u  unix 0xffff8df5b4a74400      0t0  16701 /run/user/1000/wayland-0 type=STREAM (LISTEN)
gnome-she   2065                 mark   43u  unix 0xffff8df5b4a74400      0t0  16701 /run/user/1000/wayland-0 type=STREAM (LISTEN)
gnome-she   2065                 mark   47u  unix 0xffff8df5b105fc00      0t0  26060 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   50u  unix 0xffff8df5b105fc00      0t0  26060 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   52u  unix 0xffff8df68adab800      0t0  19634 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   53u  unix 0xffff8df5a3fef000      0t0  16316 type=STREAM (CONNECTED)
gnome-she   2065                 mark   54u  unix 0xffff8df5c4175800      0t0  17945 type=STREAM (CONNECTED)
gnome-she   2065                 mark   55u  unix 0xffff8df5a3fee000      0t0  17191 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   58u  unix 0xffff8df5b5df7000      0t0  16880 type=STREAM (CONNECTED)
gnome-she   2065                 mark   59u  unix 0xffff8df5a3fee000      0t0  17191 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   60u  unix 0xffff8df5b5df4c00      0t0  16882 type=STREAM (CONNECTED)
gnome-she   2065                 mark   61u  unix 0xffff8df5a3feec00      0t0  17192 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   63u  unix 0xffff8df5b5df7000      0t0  16880 type=STREAM (CONNECTED)
gnome-she   2065                 mark   64u  unix 0xffff8df5a3feec00      0t0  17192 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   65u  unix 0xffff8df5c40ccc00      0t0  17193 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
gnome-she   2065                 mark   66u  unix 0xffff8df5c40ccc00      0t0  17193 /run/user/1000/wayland-0 type=STREAM (CONNECTED)
