COMMAND      PID                 USER   FD   TYPE             DEVICE SIZE/OFF   NODE NAME
systemd-j    250                 root  115u  unix 0xffff8df5b4a59c00      0t0  17488 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  116u  unix 0xffff8df5b4a4f000      0t0  17451 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  117u  unix 0xffff8df5a3fec000      0t0  17462 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  118u  unix 0xffff8df5b4a5a800      0t0  17463 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  119u  unix 0xffff8df5b5df6400      0t0  17481 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  120u  unix 0xffff8df5b4a59800      0t0  17487 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  121u  unix 0xffff8df5b4a5bc00      0t0  17492 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  122u  unix 0xffff8df5b4a59400      0t0  17496 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  123u  unix 0xffff8df5c40ce800      0t0  17497 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  124u  unix 0xffff8df5c40cf800      0t0  17498 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  125u  unix 0xffff8df5c40ce400      0t0  17499 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  126u  unix 0xffff8df5c40cd800      0t0  17500 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  127u  unix 0xffff8df5c410c800      0t0  17693 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  128u  unix 0xffff8df5c410ec00      0t0  17694 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  129u  unix 0xffff8df5c4155400      0t0  17705 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  130u  unix 0xffff8df5c4156800      0t0  17707 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  131u  unix 0xffff8df5c4149c00      0t0  17761 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  132u  unix 0xffff8df5c4148400      0t0  17762 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  133u  unix 0xffff8df5b4a7ac00      0t0  17768 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  134u  unix 0xffff8df581239400      0t0  17780 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  135u  unix 0xffff8df5c4164400      0t0  17798 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  136u  unix 0xffff8df5c414c800      0t0  17890 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    250                 root  139u  unix 0xffff8df5c8ba7400      0t0  17968 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-u    322                 root    1u  unix 0xffff8df680097000      0t0   4752 type=STREAM (CONNECTED)
systemd-u    322                 root    2u  unix 0xffff8df680097000      0t0   4752 type=STREAM (CONNECTED)
systemd-u    322                 root    3u  unix 0xffff8df682c64c00      0t0   4304 /run/udev/control type=SEQPACKET (LISTEN)
systemd-u    322                 root    5u  unix 0xffff8df683ba1c00      0t0   4795 type=DGRAM (CONNECTED)
systemd-u    322                 root    6u  unix 0xffff8df683ba2400      0t0   4799 type=DGRAM (CONNECTED)
systemd-u    322                 root    7u  unix 0xffff8df683ba2000      0t0   4800 type=DGRAM (CONNECTED)
systemd-o    415          systemd-oom    1u  unix 0xffff8df681c2ac00      0t0   6384 type=STREAM (CONNECTED)
systemd-o    415          systemd-oom    2u  unix 0xffff8df681c2ac00      0t0   6384 type=STREAM (CONNECTED)
systemd-o    415          systemd-oom    3u  unix 0xffff8df682c67c00      0t0   4302 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (LISTEN)
systemd-o    415          systemd-oom    4u  unix 0xffff8df681c2b400      0t0   6493 type=DGRAM (CONNECTED)
systemd-o    415          systemd-oom    8u  unix 0xffff8df5c8ba4400      0t0  35228 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (CONNECTED)
systemd-o    415          systemd-oom   10u  unix 0xffff8df681c2b000      0t0   6520 type=STREAM (CONNECTED)
systemd-o    415          systemd-oom   11u  unix 0xffff8df681c2bc00      0t0   8233 @ee284bd970262ce/bus/systemd-oomd/bus-api-oom type=STREAM (CONNECTED)
systemd-o    415          systemd-oom   12u  unix 0xffff8df59e430000      0t0  15231 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (CONNECTED)
systemd-r    418      systemd-resolve    1u  unix 0xffff8df681c29000      0t0   6395 type=STREAM (CONNECTED)
systemd-r    418      systemd-resolve    2u  unix 0xffff8df681c29000      0t0   6395 type=STREAM (CONNECTED)
systemd-r    418      systemd-resolve    3u  unix 0xffff8df681c29800      0t0   6567 type=DGRAM (CONNECTED)
systemd-r    418      systemd-resolve   18u  unix 0xffff8df681c2a400      0t0   6778 /run/systemd/resolve/io.systemd.Resolve type=STREAM (LISTEN)
systemd-r    418      systemd-resolve   19u  unix 0xffff8df681c28000      0t0   6779 /run/systemd/resolve/io.systemd.Resolve.Monitor type=STREAM (LISTEN)
systemd-r    418      systemd-resolve   20u  unix 0xffff8df681c28c00      0t0   8234 @e48317a4e19b0a75/bus/systemd-resolve/bus-api-resolve type=STREAM (CONNECTED)
avahi-dae    681                avahi    1u  unix 0xffff8df680094000      0t0   8024 type=STREAM (CONNECTED)
avahi-dae    681                avahi    2u  unix 0xffff8df680094000      0t0   8024 type=STREAM (CONNECTED)
avahi-dae    681                avahi    3u  unix 0xffff8df683ba1000      0t0   7959 /run/avahi-daemon/socket type=STREAM (LISTEN)
avahi-dae    681                avahi    4u  unix 0xffff8df68ada8c00      0t0   8266 type=DGRAM (CONNECTED)
avahi-dae    681                avahi    5u  unix 0xffff8df68ca31400      0t0   8550 type=STREAM (CONNECTED)
avahi-dae    681                avahi   10u  unix 0xffff8df68ca31800      0t0   8560 type=STREAM (CONNECTED)
dbus-daem    685           messagebus    1u  unix 0xffff8df68ada9400      0t0   8289 type=STREAM (CONNECTED)
dbus-daem    685           messagebus    2u  unix 0xffff8df68ada9400      0t0   8289 type=STREAM (CONNECTED)
dbus-daem    685           messagebus    3u  unix 0xffff8df683ba2c00      0t0   7961 /run/dbus/system_bus_socket type=STREAM (LISTEN)
dbus-daem    685           messagebus    6u  unix 0xffff8df68ca32c00      0t0   8565 type=DGRAM (CONNECTED)
dbus-daem    685           messagebus    8u  unix 0xffff8df68ca31c00      0t0   8566 type=STREAM (CONNECTED)
dbus-daem    685           messagebus    9u  unix 0xffff8df68ca30000      0t0   8567 type=STREAM (CONNECTED)
dbus-daem    685           messagebus   10u  unix 0xffff8df681c2a000      0t0   8569 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   11u  unix 0xffff8df681c29c00      0t0   8570 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   12u  unix 0xffff8df68ca32800      0t0   8571 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   14u  unix 0xffff8df68c5e9c00      0t0   8573 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   15u  unix 0xffff8df68ca31000      0t0   8574 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   16u  unix 0xffff8df68bdf1c00      0t0   8595 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   17u  unix 0xffff8df68ca30c00      0t0   8597 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   18u  unix 0xffff8df680094400      0t0   8735 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   19u  unix 0xffff8df680095c00      0t0   8750 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   20u  unix 0xffff8df683ba0800      0t0   8778 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   21u  unix 0xffff8df683ba3c00      0t0   8829 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   22u  unix 0xffff8df68bd6fc00      0t0   8848 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   23u  unix 0xffff8df58668e000      0t0  22519 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   24u  unix 0xffff8df68bdf1400      0t0   9775 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   25u  unix 0xffff8df68bd6e000      0t0   9935 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   26u  unix 0xffff8df59e432800      0t0  15063 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   27u  unix 0xffff8df5813c6800      0t0  13061 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   28u  unix 0xffff8df68bd6f400      0t0   9093 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   29u  unix 0xffff8df68b882c00      0t0  12502 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   30u  unix 0xffff8df581254000      0t0  12504 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   31u  unix 0xffff8df5b107e800      0t0  26066 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   32u  unix 0xffff8df5b13c2c00      0t0  23330 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   33u  unix 0xffff8df581254c00      0t0  11730 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   34u  unix 0xffff8df5c4142000      0t0  17585 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   35u  unix 0xffff8df68bd6d800      0t0  34556 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   36u  unix 0xffff8df58123b400      0t0  34331 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   38u  unix 0xffff8df682c67000      0t0  18135 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   40u  unix 0xffff8df5b13cf400      0t0  12127 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   41u  unix 0xffff8df5b105f400      0t0  18140 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   42u  unix 0xffff8df59e43c800      0t0  16418 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   43u  unix 0xffff8df5b105d400      0t0  12229 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   44u  unix 0xffff8df5b105d800      0t0  12233 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   45u  unix 0xffff8df625838400      0t0  38831 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   46u  unix 0xffff8df68b881400      0t0  13443 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   48u  unix 0xffff8df59e428000      0t0  15337 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   50u  unix 0xffff8df586679400      0t0  13680 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   51u  unix 0xffff8df5966c9800      0t0  18451 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   52u  unix 0xffff8df5966b7c00      0t0  18454 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   53u  unix 0xffff8df5966b4c00      0t0  18473 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   54u  unix 0xffff8df5966ba800      0t0  18484 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   63u  unix 0xffff8df59e432000      0t0  15228 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   64u  unix 0xffff8df59e428800      0t0  15349 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   65u  unix 0xffff8df59e435400      0t0  15359 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   66u  unix 0xffff8df59e436800      0t0  15360 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   67u  unix 0xffff8df59e437800      0t0  16385 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   68u  unix 0xffff8df5966de400      0t0  16434 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   69u  unix 0xffff8df5a3fce800      0t0  15992 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   70u  unix 0xffff8df5b4a63000      0t0  16635 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   72u  unix 0xffff8df5b5df4000      0t0  17514 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   73u  unix 0xffff8df5c4109000      0t0  17591 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   74u  unix 0xffff8df5c410dc00      0t0  17594 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   75u  unix 0xffff8df5c4142400      0t0  17597 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   76u  unix 0xffff8df5c414b800      0t0  17722 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   77u  unix 0xffff8df5c4157800      0t0  17717 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   78u  unix 0xffff8df5c4157c00      0t0  17744 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   79u  unix 0xffff8df5a3fd8c00      0t0  17750 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   80u  unix 0xffff8df5c410cc00      0t0  17767 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   81u  unix 0xffff8df5c4172800      0t0  17921 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   82u  unix 0xffff8df5c8baa000      0t0  17986 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    685           messagebus   83u  unix 0xffff8df5c8ba8c00      0t0  17981 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
gnome-rem    690 gnome-remote-desktop    1u  unix 0xffff8df68bdf2800      0t0   9319 type=STREAM (CONNECTED)
gnome-rem    690 gnome-remote-desktop    2u  unix 0xffff8df68bdf2800      0t0   9319 type=STREAM (CONNECTED)
gnome-rem    690 gnome-remote-desktop    6u  unix 0xffff8df683ba3000      0t0   9579 type=DGRAM (UNCONNECTED)
gnome-rem    690 gnome-remote-desktop    7u  unix 0xffff8df683ba3400      0t0   9589 type=STREAM (CONNECTED)
polkitd      709              polkitd    6u  unix 0xffff8df680094c00      0t0   9517 type=STREAM (CONNECTED)
polkitd      709              polkitd    8u  unix 0xffff8df680096c00      0t0   9518 type=DGRAM (CONNECTED)
power-pro    717                 root    1u  unix 0xffff8df68c5e8400      0t0   8176 type=STREAM (CONNECTED)
power-pro    717                 root    2u  unix 0xffff8df68c5e8400      0t0   8176 type=STREAM (CONNECTED)
power-pro    717                 root    5u  unix 0xffff8df68ca32000      0t0   8506 type=STREAM (CONNECTED)
snapd        730                 root    1u  unix 0xffff8df68c5e9400      0t0   9234 type=STREAM (CONNECTED)
snapd        730                 root    2u  unix 0xffff8df68c5e9400      0t0   9234 type=STREAM (CONNECTED)
snapd        730                 root    3u  unix 0xffff8df581256000      0t0  12756 type=STREAM (CONNECTED)
snapd        730                 root    4u  unix 0xffff8df5c414cc00      0t0  17218 /run/snapd-snap.socket type=STREAM (CONNECTED)
snapd        730                 root    8u  unix 0xffff8df683ba2800      0t0   7962 /run/snapd.socket type=STREAM (LISTEN)
snapd        730                 root    9u  unix 0xffff8df683ba3800      0t0   7963 /run/snapd-snap.socket type=STREAM (LISTEN)
snapd        730                 root   13u  unix 0xffff8df5c4173c00      0t0  17224 /run/snapd-snap.socket type=STREAM (CONNECTED)
accounts-    735                 root    1u  unix 0xffff8df68ada9800      0t0   8413 type=STREAM (CONNECTED)
accounts-    735                 root    2u  unix 0xffff8df68ada9800      0t0   8413 type=STREAM (CONNECTED)
cron         743                 root    1u  unix 0xffff8df68c5ea800      0t0   9264 type=STREAM (CONNECTED)
cron         743                 root    2u  unix 0xffff8df68c5ea800      0t0   9264 type=STREAM (CONNECTED)
cron         743                 root    4u  unix 0xffff8df68c5ea400      0t0   9283 type=DGRAM (CONNECTED)
switchero    746                 root    1u  unix 0xffff8df68c5eb800      0t0   9265 type=STREAM (CONNECTED)
switchero    746                 root    2u  unix 0xffff8df68c5eb800      0t0   9265 type=STREAM (CONNECTED)
switchero    746                 root    6u  unix 0xffff8df68c5e9000      0t0   9311 type=STREAM (CONNECTED)
systemd-l    752                 root    1u  unix 0xffff8df68ca33400      0t0   8525 type=STREAM (CONNECTED)
systemd-l    752                 root    2u  unix 0xffff8df68ca33400      0t0   8525 type=STREAM (CONNECTED)
systemd-l    752                 root    3u  unix 0xffff8df68ca33c00      0t0   9482 type=DGRAM (CONNECTED)
systemd-l    752                 root   15u  unix 0xffff8df68ca30800      0t0   9494 @fa8239f9d9812978/bus/systemd-logind/system type=STREAM (CONNECTED)
udisksd      757                 root    1u  unix 0xffff8df68c5e8000      0t0   9313 type=STREAM (CONNECTED)
udisksd      757                 root    2u  unix 0xffff8df68c5e8000      0t0   9313 type=STREAM (CONNECTED)
udisksd      757                 root    3u  unix 0xffff8df68bdf1800      0t0   9333 type=DGRAM (UNCONNECTED)
udisksd      757                 root    6u  unix 0xffff8df68bdf1000      0t0   9334 type=STREAM (CONNECTED)
avahi-dae    780                avahi    1u  unix 0xffff8df680094000      0t0   8024 type=STREAM (CONNECTED)
avahi-dae    780                avahi    2u  unix 0xffff8df680094000      0t0   8024 type=STREAM (CONNECTED)
avahi-dae    780                avahi    3u  unix 0xffff8df683ba1000      0t0   7959 /run/avahi-daemon/socket type=STREAM (LISTEN)
avahi-dae    780                avahi    4u  unix 0xffff8df68ada8c00      0t0   8266 type=DGRAM (CONNECTED)
avahi-dae    780                avahi    6u  unix 0xffff8df68ca33000      0t0   8551 type=STREAM (CONNECTED)
NetworkMa    797                 root    1u  unix 0xffff8df68ada8000      0t0   8644 type=STREAM (CONNECTED)
NetworkMa    797                 root    2u  unix 0xffff8df68ada8000      0t0   8644 type=STREAM (CONNECTED)
NetworkMa    797                 root    5u  unix 0xffff8df68bd6c400      0t0   9590 type=DGRAM (UNCONNECTED)
NetworkMa    797                 root    6u  unix 0xffff8df68bd6cc00      0t0   9600 type=STREAM (CONNECTED)
wpa_suppl    800                 root    1u  unix 0xffff8df68bdf3c00      0t0   9377 type=STREAM (CONNECTED)
wpa_suppl    800                 root    2u  unix 0xffff8df68bdf3c00      0t0   9377 type=STREAM (CONNECTED)
wpa_suppl    800                 root    3u  unix 0xffff8df680096400      0t0   9521 type=DGRAM (CONNECTED)
wpa_suppl    800                 root    4u  unix 0xffff8df680095000      0t0   9522 type=STREAM (CONNECTED)
rsyslogd     811               syslog    2u  unix 0xffff8df68c5eb000      0t0   9393 type=STREAM (CONNECTED)
rsyslogd     811               syslog    3u  unix 0xffff8df682c65c00      0t0   4293 /run/systemd/journal/syslog type=DGRAM (UNCONNECTED)
rsyslogd     811               syslog    6u  unix 0xffff8df68bdf3800      0t0   8788 type=DGRAM (CONNECTED)
ModemMana    933                 root    1u  unix 0xffff8df68bdf0800      0t0   8867 type=STREAM (CONNECTED)
ModemMana    933                 root    5u  unix 0xffff8df68ca32400      0t0   8877 type=DGRAM (CONNECTED)
ModemMana    933                 root    6u  unix 0xffff8df68bdf0400      0t0   8895 type=STREAM (CONNECTED)
VBoxServi    984                 root    5u  unix 0xffff8df68bd6f000      0t0   9934 type=STREAM (CONNECTED)
cupsd       1150                 root    1u  unix 0xffff8df68adabc00      0t0   9060 type=STREAM (CONNECTED)
cupsd       1150                 root    2u  unix 0xffff8df68adabc00      0t0   9060 type=STREAM (CONNECTED)
cupsd       1150                 root    3u  unix 0xffff8df683ba1800      0t0   7960 /run/cups/cups.sock type=STREAM (LISTEN)
cupsd       1150                 root    5u  unix 0xffff8df68bd6dc00      0t0   9092 type=STREAM (CONNECTED)
php-fpm8.   1154                 root    4u  unix 0xffff8df68b881800      0t0  11427 type=STREAM (CONNECTED)
php-fpm8.   1154                 root    6u  unix 0xffff8df68bd6f800      0t0   9120 type=STREAM (CONNECTED)
php-fpm8.   1154                 root    7u  unix 0xffff8df68bd6e800      0t0   9121 type=STREAM (CONNECTED)
php-fpm8.   1154                 root    8u  unix 0xffff8df682c65400      0t0   9122 /run/php/php8.3-fpm.sock type=STREAM (LISTEN)
unattende   1162                 root    1u  unix 0xffff8df68b883c00      0t0  11467 type=STREAM (CONNECTED)
unattende   1162                 root    2u  unix 0xffff8df68b883c00      0t0  11467 type=STREAM (CONNECTED)
unattende   1162                 root    4u  unix 0xffff8df581255000      0t0  12503 type=STREAM (CONNECTED)
unattende   1162                 root    7u  unix 0xffff8df581255c00      0t0  12522 type=STREAM (CONNECTED)
unattende   1162                 root    9u  unix 0xffff8df581254400      0t0  12523 type=STREAM (CONNECTED)
php-fpm8.   1182             www-data    4u  unix 0xffff8df68b881800      0t0  11427 type=STREAM (CONNECTED)
php-fpm8.   1182             www-data   10u  unix 0xffff8df682c65400      0t0   9122 /run/php/php8.3-fpm.sock type=STREAM (LISTEN)
php-fpm8.   1183             www-data    4u  unix 0xffff8df68b881800      0t0  11427 type=STREAM (CONNECTED)
php-fpm8.   1183             www-data   10u  unix 0xffff8df682c65400      0t0   9122 /run/php/php8.3-fpm.sock type=STREAM (LISTEN)
gdm3        1188                 root    1u  unix 0xffff8df581255800      0t0  12500 type=STREAM (CONNECTED)
gdm3        1188                 root    2u  unix 0xffff8df581255800      0t0  12500 type=STREAM (CONNECTED)
gdm3        1188                 root    5u  unix 0xffff8df68b882400      0t0  11557 type=STREAM (CONNECTED)
gdm3        1188                 root   10u  unix 0xffff8df68b883400      0t0  11592 /run/gdm3/dbus/dbus-VbX4MEHS type=STREAM (LISTEN)
gdm3        1188                 root   11u  unix 0xffff8df68b882800      0t0  11593 /run/gdm3/dbus/dbus-ikuoq0l6 type=STREAM (LISTEN)
gdm3        1188                 root   15u  unix 0xffff8df59e414800      0t0  14121 /run/gdm3/dbus/dbus-ikuoq0l6 type=STREAM (CONNECTED)
gdm3        1188                 root   17u  unix 0xffff8df58666b400      0t0  15061 /run/gdm3/dbus/dbus-VbX4MEHS type=STREAM (CONNECTED)
gdm3        1188                 root   20u  unix 0xffff8df5966dfc00      0t0  16413 type=DGRAM (CONNECTED)
rtkit-dae   1297                rtkit    1u  unix 0xffff8df5b107e400      0t0  12913 type=STREAM (CONNECTED)
rtkit-dae   1297                rtkit    2u  unix 0xffff8df5b107e400      0t0  12913 type=STREAM (CONNECTED)
cups-brow   1321         cups-browsed    1u  unix 0xffff8df68b880800      0t0  12057 type=STREAM (CONNECTED)
cups-brow   1321         cups-browsed    2u  unix 0xffff8df68b880800      0t0  12057 type=STREAM (CONNECTED)
cups-brow   1321         cups-browsed    4u  unix 0xffff8df5b105e000      0t0  12228 type=STREAM (CONNECTED)
cups-brow   1321         cups-browsed    5u  unix 0xffff8df5b105dc00      0t0  12222 type=STREAM (CONNECTED)
cups-brow   1321         cups-browsed    7u  unix 0xffff8df5b105d000      0t0  12232 type=STREAM (CONNECTED)
kerneloop   1333             kernoops    4u  unix 0xffff8df5813c7c00      0t0  13060 type=STREAM (CONNECTED)
kerneloop   1341             kernoops    4u  unix 0xffff8df5b13ce800      0t0  12126 type=STREAM (CONNECTED)
colord      1437               colord    1u  unix 0xffff8df586668000      0t0  13407 type=STREAM (CONNECTED)
colord      1437               colord    2u  unix 0xffff8df586668000      0t0  13407 type=STREAM (CONNECTED)
colord      1437               colord    9u  unix 0xffff8df68b882000      0t0  14395 type=STREAM (CONNECTED)
colord      1437               colord   11u  unix 0xffff8df5813c7800      0t0  14396 type=DGRAM (UNCONNECTED)
upowerd     1485                 root    1u  unix 0xffff8df586678000      0t0  13636 type=STREAM (CONNECTED)
upowerd     1485                 root    2u  unix 0xffff8df586678000      0t0  13636 type=STREAM (CONNECTED)
upowerd     1485                 root    5u  unix 0xffff8df58667b000      0t0  13679 type=STREAM (CONNECTED)
gdm-sessi   1806                 root    1u  unix 0xffff8df59e417000      0t0  14225 type=STREAM (CONNECTED)
gdm-sessi   1806                 root    2u  unix 0xffff8df59e416c00      0t0  14226 type=STREAM (CONNECTED)
gdm-sessi   1806                 root    5u  unix 0xffff8df58666a800      0t0  14227 type=STREAM (CONNECTED)
gdm-sessi   1806                 root    7u  unix 0xffff8df59e433400      0t0  15062 type=STREAM (CONNECTED)
gdm-sessi   1806                 root    8u  unix 0xffff8df59e432400      0t0  15076 type=DGRAM (CONNECTED)
systemd     1820                 mark    1u  unix 0xffff8df59e431800      0t0  15163 type=STREAM (CONNECTED)
systemd     1820                 mark    2u  unix 0xffff8df59e431800      0t0  15163 type=STREAM (CONNECTED)
systemd     1820                 mark    3u  unix 0xffff8df58668d000      0t0  14271 type=DGRAM (CONNECTED)
systemd     1820                 mark   18u  unix 0xffff8df59e433000      0t0  15223 /run/user/1000/systemd/notify type=DGRAM (UNCONNECTED)
systemd     1820                 mark   19u  unix 0xffff8df59e433c00      0t0  15224 type=DGRAM (CONNECTED)
systemd     1820                 mark   20u  unix 0xffff8df59e430c00      0t0  15225 type=DGRAM (CONNECTED)
systemd     1820                 mark   21u  unix 0xffff8df59e431c00      0t0  15226 /run/user/1000/systemd/private type=STREAM (LISTEN)
systemd     1820                 mark   22u  unix 0xffff8df59e431400      0t0  15227 @945cd6c4a2d78951/bus/systemd/bus-system type=STREAM (CONNECTED)
systemd     1820                 mark   24u  unix 0xffff8df59e430400      0t0  15230 type=STREAM (CONNECTED)
systemd     1820                 mark   30u  unix 0xffff8df59e430800      0t0  15236 /run/user/1000/bus type=STREAM (LISTEN)
systemd     1820                 mark   31u  unix 0xffff8df5966bb800      0t0  14303 /run/user/1000/gnupg/S.gpg-agent.ssh type=STREAM (LISTEN)
systemd     1820                 mark   33u  unix 0xffff8df59e433800      0t0  15238 /run/user/1000/gnupg/S.dirmngr type=STREAM (LISTEN)
systemd     1820                 mark   34u  unix 0xffff8df68bdf2400      0t0  15240 /run/user/1000/gcr/ssh type=STREAM (LISTEN)
systemd     1820                 mark   35u  unix 0xffff8df68bdf2c00      0t0  15242 /run/user/1000/keyring/control type=STREAM (LISTEN)
systemd     1820                 mark   36u  unix 0xffff8df680096000      0t0  15244 /run/user/1000/gnupg/S.gpg-agent.browser type=STREAM (LISTEN)
systemd     1820                 mark   37u  unix 0xffff8df680095800      0t0  15246 /run/user/1000/gnupg/S.gpg-agent.extra type=STREAM (LISTEN)
systemd     1820                 mark   40u  unix 0xffff8df586689c00      0t0  15248 /run/user/1000/gnupg/S.gpg-agent type=STREAM (LISTEN)
